funcPK,equipePK,dataPK,cargoPK,salario,quantidadeLancamentos
181,1,1526,249,9235.62,1
118,1,1526,169,1451.11,1
174,1,1526,183,12278.42,1
141,1,1526,63,8469.03,1
188,1,1526,386,12495.85,1
112,2,1526,419,3600.8,1
34,1,1526,16,1361.02,1
69,1,1526,68,3547.08,1
62,1,1526,422,4414.81,1
190,2,1526,254,3403.21,1
17,2,1526,2,4301.54,1
10,2,1526,395,4621.0,1
199,2,1526,116,3919.67,1
76,1,1526,383,4063.07,1
106,2,1526,234,8009.98,1
179,1,1526,12,17549.69,1
111,2,1526,396,8398.7,1
43,1,1526,74,8824.78,1
173,2,1526,53,5483.11,1
183,2,1526,240,19974.95,1
53,2,1526,229,3029.63,1
42,1,1526,177,10647.58,1
116,2,1526,343,4882.98,1
30,2,1526,408,14970.97,1
66,1,1526,115,2542.72,1
35,2,1526,412,1494.53,1
195,2,1526,306,11969.68,1
104,2,1526,36,11820.52,1
73,1,1526,163,1723.42,1
48,1,1526,270,12493.45,1
33,1,1526,27,7641.58,1
135,5,1526,94,1497.73,1
184,3,1526,69,8499.77,1
196,3,1526,125,3731.77,1
78,5,1526,427,1515.36,1
20,5,1526,10,1664.52,1
88,3,1526,87,9409.54,1
39,3,1526,52,3485.46,1
22,3,1526,176,3475.9,1
79,4,1526,142,2151.03,1
37,5,1526,323,3746.73,1
152,3,1526,380,3376.95,1
67,5,1526,40,1398.67,1
192,3,1526,324,15874.85,1
97,3,1526,137,6496.56,1
120,5,1526,303,8201.29,1
122,4,1526,328,1317.44,1
74,4,1526,334,1654.05,1
137,4,1526,17,10066.61,1
4,5,1526,3,8748.45,1
110,3,1526,422,8400.99,1
160,4,1526,54,10598.09,1
40,4,1526,473,5531.58,1
121,3,1526,181,1422.92,1
149,5,1526,171,14459.55,1
90,5,1526,11,6817.1,1
189,5,1526,416,5572.04,1
36,3,1526,13,2778.93,1
156,3,1526,419,4967.46,1
11,3,1526,8,5755.88,1
89,3,1526,149,6115.21,1
185,3,1526,146,4633.47,1
169,3,1526,471,8550.73,1
15,3,1526,335,3786.22,1
168,5,1526,252,12240.81,1
56,4,1526,414,9678.27,1
198,3,1526,80,3912.7,1
59,5,1526,50,4486.06,1
6,5,1526,44,4309.6,1
178,4,1526,330,22058.66,1
64,5,1526,257,3684.14,1
146,5,1526,479,7211.87,1
58,4,1526,248,9275.85,1
140,3,1526,417,14181.25,1
109,3,1526,155,4468.68,1
151,5,1526,331,1790.37,1
139,4,1526,70,1584.56,1
197,5,1526,254,3551.86,1
130,5,1526,245,3756.63,1
2,3,1526,463,1390.78,1
131,3,1526,326,8024.02,1
200,5,1526,318,8859.78,1
85,3,1526,58,11068.83,1
119,5,1526,74,5708.43,1
9,3,1526,72,10902.97,1
38,5,1526,139,2861.71,1
7,5,1526,431,6027.07,1
65,3,1526,311,3680.3,1
123,5,1526,183,8155.11,1
163,4,1526,77,6624.68,1
125,3,1526,113,5125.98,1
32,7,1526,179,3904.91,1
49,7,1526,452,4578.7,1
129,8,1526,487,2136.28,1
157,7,1526,47,4343.95,1
113,6,1526,40,2904.23,1
105,8,1526,443,3593.68,1
81,8,1526,502,1738.21,1
80,6,1526,494,5250.43,1
194,6,1526,450,14810.09,1
21,8,1526,216,26783.79,1
170,7,1526,421,1251.31,1
177,8,1526,49,2244.85,1
50,8,1526,158,4079.76,1
158,7,1526,105,9023.77,1
107,8,1526,39,10383.16,1
93,7,1526,248,3928.92,1
134,8,1526,143,3427.17,1
108,7,1526,8,4871.98,1
51,7,1526,414,16548.76,1
86,7,1526,198,7892.62,1
77,8,1526,266,3732.45,1
83,8,1526,193,1712.04,1
63,7,1526,493,1343.29,1
31,8,1526,3,9037.95,1
180,8,1526,431,7823.79,1
44,8,1526,24,9199.43,1
68,8,1526,194,7206.13,1
187,8,1526,43,1599.45,1
193,7,1526,210,39283.47,1
1,6,1526,80,20013.64,1
95,7,1526,181,1253.28,1
127,8,1526,54,7814.58,1
27,8,1526,76,1636.67,1
117,8,1526,429,12259.26,1
164,6,1526,169,2331.64,1
142,8,1526,458,5887.59,1
145,6,1526,259,1682.38,1
186,7,1526,422,3778.84,1
14,7,1526,173,3483.0,1
126,8,1526,447,7537.6,1
132,8,1526,171,19319.49,1
72,8,1526,44,4596.92,1
54,6,1526,99,9868.79,1
102,7,1526,256,1737.64,1
191,6,1526,27,9146.08,1
41,6,1526,20,7605.62,1
136,8,1526,244,1612.01,1
98,6,1526,30,7696.92,1
143,7,1526,500,6617.06,1
144,7,1526,246,7836.84,1
114,10,1526,157,2483.72,1
70,9,1526,334,1896.61,1
161,10,1526,15,7530.44,1
133,10,1526,248,5774.47,1
16,10,1526,142,1441.92,1
182,9,1526,105,8813.44,1
165,10,1526,85,1361.63,1
138,9,1526,328,1750.03,1
115,10,1526,529,1303.08,1
153,10,1526,269,7638.28,1
99,9,1526,339,9368.83,1
60,10,1526,152,6693.73,1
3,9,1526,162,9879.56,1
92,9,1526,537,11163.03,1
71,9,1526,515,5431.45,1
23,9,1526,161,3669.12,1
75,9,1526,365,3940.51,1
13,10,1526,144,10046.4,1
84,10,1526,3,9817.72,1
87,10,1526,398,4149.0,1
47,10,1526,516,14509.48,1
12,9,1526,520,2530.41,1
103,9,1526,137,3897.16,1
45,9,1526,402,18192.62,1
8,9,1526,139,1520.92,1
159,9,1526,106,1614.1,1
150,10,1526,376,1575.42,1
167,9,1526,352,1257.23,1
24,9,1526,372,14847.33,1
96,10,1526,255,10637.59,1
25,10,1526,83,5415.86,1
166,10,1526,94,1421.6,1
162,9,1526,378,10711.84,1
154,10,1526,90,12787.53,1
18,10,1526,349,1581.54,1
101,9,1526,249,8911.73,1
57,10,1526,2,7209.92,1
100,10,1526,267,8321.02,1
61,9,1526,528,7704.98,1
52,9,1526,268,3430.69,1
147,2,1557,64,1299.95,1
124,2,1557,329,6752.31,1
175,1,1557,328,2110.43,1
171,1,1557,245,6568.92,1
148,2,1557,65,3670.49,1
5,2,1557,112,1855.55,1
128,1,1557,341,5130.87,1
82,2,1557,43,1321.26,1
28,1,1557,253,1328.35,1
46,1,1557,390,8233.47,1
91,2,1557,233,9109.56,1
176,2,1557,241,1671.24,1
172,1,1557,351,11848.57,1
155,1,1557,121,1668.81,1
19,2,1557,223,1481.88,1
94,1,1557,394,2087.58,1
26,2,1557,350,7635.38,1
55,2,1557,313,2679.61,1
29,1,1557,62,3440.37,1
181,1,1557,249,9235.62,1
118,1,1557,169,1451.11,1
174,1,1557,183,12278.42,1
141,1,1557,63,8469.03,1
188,1,1557,386,12495.85,1
112,2,1557,419,3600.8,1
34,1,1557,16,1361.02,1
69,1,1557,68,3547.08,1
62,1,1557,422,4414.81,1
190,2,1557,254,3403.21,1
17,2,1557,2,4301.54,1
10,2,1557,395,4621.0,1
199,2,1557,116,3919.67,1
76,1,1557,383,4063.07,1
106,2,1557,234,8009.98,1
179,1,1557,12,17549.69,1
111,2,1557,396,8398.7,1
43,1,1557,74,8824.78,1
173,2,1557,53,5483.11,1
183,2,1557,240,19974.95,1
53,2,1557,229,3029.63,1
42,1,1557,177,10647.58,1
116,2,1557,343,4882.98,1
30,2,1557,408,14970.97,1
66,1,1557,115,2542.72,1
35,2,1557,412,1494.53,1
195,2,1557,306,11969.68,1
104,2,1557,36,11820.52,1
73,1,1557,163,1723.42,1
48,1,1557,270,12493.45,1
33,1,1557,27,7641.58,1
135,5,1557,94,1497.73,1
184,3,1557,69,8499.77,1
196,3,1557,125,3731.77,1
78,5,1557,427,1515.36,1
20,5,1557,10,1664.52,1
88,3,1557,87,9409.54,1
39,3,1557,52,3485.46,1
22,3,1557,176,3475.9,1
79,4,1557,142,2151.03,1
37,5,1557,323,3746.73,1
152,3,1557,380,3376.95,1
67,5,1557,40,1398.67,1
192,3,1557,324,15874.85,1
97,3,1557,137,6496.56,1
120,5,1557,303,8201.29,1
122,4,1557,328,1317.44,1
74,4,1557,334,1654.05,1
137,4,1557,17,10066.61,1
4,5,1557,3,8748.45,1
110,3,1557,422,8400.99,1
160,4,1557,54,10598.09,1
40,4,1557,473,5531.58,1
121,3,1557,181,1422.92,1
149,5,1557,171,14459.55,1
90,5,1557,11,6817.1,1
189,5,1557,416,5572.04,1
36,3,1557,13,2778.93,1
156,3,1557,419,4967.46,1
11,3,1557,8,5755.88,1
89,3,1557,149,6115.21,1
185,3,1557,146,4633.47,1
169,3,1557,471,8550.73,1
15,3,1557,335,3786.22,1
168,5,1557,252,12240.81,1
56,4,1557,414,9678.27,1
198,3,1557,80,3912.7,1
59,5,1557,50,4486.06,1
6,5,1557,44,4309.6,1
178,4,1557,330,22058.66,1
64,5,1557,257,3684.14,1
146,5,1557,479,7211.87,1
58,4,1557,248,9275.85,1
140,3,1557,417,14181.25,1
109,3,1557,155,4468.68,1
151,5,1557,331,1790.37,1
139,4,1557,70,1584.56,1
197,5,1557,254,3551.86,1
130,5,1557,245,3756.63,1
2,3,1557,463,1390.78,1
131,3,1557,326,8024.02,1
200,5,1557,318,8859.78,1
85,3,1557,58,11068.83,1
119,5,1557,74,5708.43,1
9,3,1557,72,10902.97,1
38,5,1557,139,2861.71,1
7,5,1557,431,6027.07,1
65,3,1557,311,3680.3,1
123,5,1557,183,8155.11,1
163,4,1557,77,6624.68,1
125,3,1557,113,5125.98,1
32,7,1557,179,3904.91,1
49,7,1557,452,4578.7,1
129,8,1557,487,2136.28,1
157,7,1557,47,4343.95,1
113,6,1557,40,2904.23,1
105,8,1557,443,3593.68,1
81,8,1557,502,1738.21,1
80,6,1557,494,5250.43,1
194,6,1557,450,14810.09,1
21,8,1557,216,26783.79,1
170,7,1557,421,1251.31,1
177,8,1557,49,2244.85,1
50,8,1557,158,4079.76,1
158,7,1557,105,9023.77,1
107,8,1557,39,10383.16,1
93,7,1557,248,3928.92,1
134,8,1557,143,3427.17,1
108,7,1557,8,4871.98,1
51,7,1557,414,16548.76,1
86,7,1557,198,7892.62,1
77,8,1557,266,3732.45,1
83,8,1557,193,1712.04,1
63,7,1557,493,1343.29,1
31,8,1557,3,9037.95,1
180,8,1557,431,7823.79,1
44,8,1557,24,9199.43,1
68,8,1557,194,7206.13,1
187,8,1557,43,1599.45,1
193,7,1557,210,39283.47,1
1,6,1557,80,20013.64,1
95,7,1557,181,1253.28,1
127,8,1557,54,7814.58,1
27,8,1557,76,1636.67,1
117,8,1557,429,12259.26,1
164,6,1557,169,2331.64,1
142,8,1557,458,5887.59,1
145,6,1557,259,1682.38,1
186,7,1557,422,3778.84,1
14,7,1557,173,3483.0,1
126,8,1557,447,7537.6,1
132,8,1557,171,19319.49,1
72,8,1557,44,4596.92,1
54,6,1557,99,9868.79,1
102,7,1557,256,1737.64,1
191,6,1557,27,9146.08,1
41,6,1557,20,7605.62,1
136,8,1557,244,1612.01,1
98,6,1557,30,7696.92,1
143,7,1557,500,6617.06,1
144,7,1557,246,7836.84,1
114,10,1557,157,2483.72,1
70,9,1557,334,1896.61,1
161,10,1557,15,7530.44,1
133,10,1557,248,5774.47,1
16,10,1557,142,1441.92,1
182,9,1557,105,8813.44,1
165,10,1557,85,1361.63,1
138,9,1557,328,1750.03,1
115,10,1557,529,1303.08,1
153,10,1557,269,7638.28,1
99,9,1557,339,9368.83,1
60,10,1557,152,6693.73,1
3,9,1557,162,9879.56,1
92,9,1557,537,11163.03,1
71,9,1557,515,5431.45,1
23,9,1557,161,3669.12,1
75,9,1557,365,3940.51,1
13,10,1557,144,10046.4,1
84,10,1557,3,9817.72,1
87,10,1557,398,4149.0,1
47,10,1557,516,14509.48,1
12,9,1557,520,2530.41,1
103,9,1557,137,3897.16,1
45,9,1557,402,18192.62,1
8,9,1557,139,1520.92,1
159,9,1557,106,1614.1,1
150,10,1557,376,1575.42,1
167,9,1557,352,1257.23,1
24,9,1557,372,14847.33,1
96,10,1557,255,10637.59,1
25,10,1557,83,5415.86,1
166,10,1557,94,1421.6,1
162,9,1557,378,10711.84,1
154,10,1557,90,12787.53,1
18,10,1557,349,1581.54,1
101,9,1557,249,8911.73,1
57,10,1557,2,7209.92,1
100,10,1557,267,8321.02,1
61,9,1557,528,7704.98,1
52,9,1557,268,3430.69,1
147,2,1587,64,1299.95,1
124,2,1587,329,6752.31,1
175,1,1587,328,2110.43,1
171,1,1587,245,6568.92,1
148,2,1587,65,3670.49,1
5,2,1587,112,1855.55,1
128,1,1587,341,5130.87,1
82,2,1587,43,1321.26,1
28,1,1587,253,1328.35,1
46,1,1587,390,8233.47,1
91,2,1587,233,9109.56,1
176,2,1587,241,1671.24,1
172,1,1587,351,11848.57,1
155,1,1587,121,1668.81,1
19,2,1587,223,1481.88,1
94,1,1587,394,2087.58,1
26,2,1587,350,7635.38,1
55,2,1587,313,2679.61,1
29,1,1587,62,3440.37,1
181,1,1587,249,9235.62,1
118,1,1587,169,1451.11,1
174,1,1587,183,12278.42,1
141,1,1587,63,8469.03,1
188,1,1587,386,12495.85,1
112,2,1587,419,3600.8,1
34,1,1587,16,1361.02,1
69,1,1587,68,3547.08,1
62,1,1587,422,4414.81,1
190,2,1587,254,3403.21,1
17,2,1587,2,4301.54,1
10,2,1587,395,4621.0,1
199,2,1587,116,3919.67,1
76,1,1587,383,4063.07,1
106,2,1587,234,8009.98,1
179,1,1587,12,17549.69,1
111,2,1587,396,8398.7,1
43,1,1587,74,8824.78,1
173,2,1587,53,5483.11,1
183,2,1587,240,19974.95,1
53,2,1587,229,3029.63,1
42,1,1587,177,10647.58,1
116,2,1587,343,4882.98,1
30,2,1587,408,14970.97,1
66,1,1587,115,2542.72,1
35,2,1587,412,1494.53,1
195,2,1587,306,11969.68,1
104,2,1587,36,11820.52,1
73,1,1587,163,1723.42,1
48,1,1587,270,12493.45,1
33,1,1587,27,7641.58,1
135,5,1587,94,1497.73,1
184,3,1587,69,8499.77,1
196,3,1587,125,3731.77,1
78,5,1587,427,1515.36,1
20,5,1587,10,1664.52,1
88,3,1587,87,9409.54,1
39,3,1587,52,3485.46,1
22,3,1587,176,3475.9,1
79,4,1587,142,2151.03,1
37,5,1587,323,3746.73,1
152,3,1587,380,3376.95,1
67,5,1587,40,1398.67,1
192,3,1587,324,15874.85,1
97,3,1587,137,6496.56,1
120,5,1587,303,8201.29,1
122,4,1587,328,1317.44,1
74,4,1587,334,1654.05,1
137,4,1587,17,10066.61,1
4,5,1587,3,8748.45,1
110,3,1587,422,8400.99,1
160,4,1587,54,10598.09,1
40,4,1587,473,5531.58,1
121,3,1587,181,1422.92,1
149,5,1587,171,14459.55,1
90,5,1587,11,6817.1,1
189,5,1587,416,5572.04,1
36,3,1587,13,2778.93,1
156,3,1587,419,4967.46,1
11,3,1587,8,5755.88,1
89,3,1587,149,6115.21,1
185,3,1587,146,4633.47,1
169,3,1587,471,8550.73,1
15,3,1587,335,3786.22,1
168,5,1587,252,12240.81,1
56,4,1587,414,9678.27,1
198,3,1587,80,3912.7,1
59,5,1587,50,4486.06,1
6,5,1587,44,4309.6,1
178,4,1587,330,22058.66,1
64,5,1587,257,3684.14,1
146,5,1587,479,7211.87,1
58,4,1587,248,9275.85,1
140,3,1587,417,14181.25,1
109,3,1587,155,4468.68,1
151,5,1587,331,1790.37,1
139,4,1587,70,1584.56,1
197,5,1587,254,3551.86,1
130,5,1587,245,3756.63,1
2,3,1587,463,1390.78,1
131,3,1587,326,8024.02,1
200,5,1587,318,8859.78,1
85,3,1587,58,11068.83,1
119,5,1587,74,5708.43,1
9,3,1587,72,10902.97,1
38,5,1587,139,2861.71,1
7,5,1587,431,6027.07,1
65,3,1587,311,3680.3,1
123,5,1587,183,8155.11,1
163,4,1587,77,6624.68,1
125,3,1587,113,5125.98,1
32,7,1587,179,3904.91,1
49,7,1587,452,4578.7,1
129,8,1587,487,2136.28,1
157,7,1587,47,4343.95,1
113,6,1587,40,2904.23,1
105,8,1587,443,3593.68,1
81,8,1587,502,1738.21,1
80,6,1587,494,5250.43,1
194,6,1587,450,14810.09,1
21,8,1587,216,26783.79,1
170,7,1587,421,1251.31,1
177,8,1587,49,2244.85,1
50,8,1587,158,4079.76,1
158,7,1587,105,9023.77,1
107,8,1587,39,10383.16,1
93,7,1587,248,3928.92,1
134,8,1587,143,3427.17,1
108,7,1587,8,4871.98,1
51,7,1587,414,16548.76,1
86,7,1587,198,7892.62,1
77,8,1587,266,3732.45,1
83,8,1587,193,1712.04,1
63,7,1587,493,1343.29,1
31,8,1587,3,9037.95,1
180,8,1587,431,7823.79,1
44,8,1587,24,9199.43,1
68,8,1587,194,7206.13,1
187,8,1587,43,1599.45,1
193,7,1587,210,39283.47,1
1,6,1587,80,20013.64,1
95,7,1587,181,1253.28,1
127,8,1587,54,7814.58,1
27,8,1587,76,1636.67,1
117,8,1587,429,12259.26,1
164,6,1587,169,2331.64,1
142,8,1587,458,5887.59,1
145,6,1587,259,1682.38,1
186,7,1587,422,3778.84,1
14,7,1587,173,3483.0,1
126,8,1587,447,7537.6,1
132,8,1587,171,19319.49,1
72,8,1587,44,4596.92,1
54,6,1587,99,9868.79,1
102,7,1587,256,1737.64,1
191,6,1587,27,9146.08,1
41,6,1587,20,7605.62,1
136,8,1587,244,1612.01,1
98,6,1587,30,7696.92,1
143,7,1587,500,6617.06,1
144,7,1587,246,7836.84,1
114,10,1587,157,2483.72,1
70,9,1587,334,1896.61,1
161,10,1587,15,7530.44,1
133,10,1587,248,5774.47,1
16,10,1587,142,1441.92,1
182,9,1587,105,8813.44,1
165,10,1587,85,1361.63,1
138,9,1587,328,1750.03,1
115,10,1587,529,1303.08,1
153,10,1587,269,7638.28,1
99,9,1587,339,9368.83,1
60,10,1587,152,6693.73,1
3,9,1587,162,9879.56,1
92,9,1587,537,11163.03,1
71,9,1587,515,5431.45,1
23,9,1587,161,3669.12,1
75,9,1587,365,3940.51,1
13,10,1587,144,10046.4,1
84,10,1587,3,9817.72,1
87,10,1587,398,4149.0,1
47,10,1587,516,14509.48,1
12,9,1587,520,2530.41,1
103,9,1587,137,3897.16,1
45,9,1587,402,18192.62,1
8,9,1587,139,1520.92,1
159,9,1587,106,1614.1,1
150,10,1587,376,1575.42,1
167,9,1587,352,1257.23,1
24,9,1587,372,14847.33,1
96,10,1587,255,10637.59,1
25,10,1587,83,5415.86,1
166,10,1587,94,1421.6,1
162,9,1587,378,10711.84,1
154,10,1587,90,12787.53,1
18,10,1587,349,1581.54,1
101,9,1587,249,8911.73,1
57,10,1587,2,7209.92,1
100,10,1587,267,8321.02,1
61,9,1587,528,7704.98,1
52,9,1587,268,3430.69,1
147,2,1618,64,1299.95,1
124,2,1618,329,6752.31,1
175,1,1618,328,2110.43,1
171,1,1618,245,6568.92,1
148,2,1618,65,3670.49,1
5,2,1618,112,1855.55,1
128,1,1618,341,5130.87,1
82,2,1618,43,1321.26,1
28,1,1618,253,1328.35,1
46,1,1618,390,8233.47,1
91,2,1618,233,9109.56,1
176,2,1618,241,1671.24,1
172,1,1618,351,11848.57,1
155,1,1618,121,1668.81,1
19,2,1618,223,1481.88,1
94,1,1618,394,2087.58,1
26,2,1618,350,7635.38,1
55,2,1618,313,2679.61,1
29,1,1618,62,3440.37,1
181,1,1618,249,9235.62,1
118,1,1618,169,1451.11,1
174,1,1618,183,12278.42,1
141,1,1618,63,8469.03,1
188,1,1618,386,12495.85,1
112,2,1618,419,3600.8,1
34,1,1618,16,1361.02,1
69,1,1618,68,3547.08,1
62,1,1618,422,4414.81,1
190,2,1618,254,3403.21,1
17,2,1618,2,4301.54,1
10,2,1618,395,4621.0,1
199,2,1618,116,3919.67,1
76,1,1618,383,4063.07,1
106,2,1618,234,8009.98,1
179,1,1618,12,17549.69,1
111,2,1618,396,8398.7,1
43,1,1618,74,8824.78,1
173,2,1618,53,5483.11,1
183,2,1618,240,19974.95,1
53,2,1618,229,3029.63,1
42,1,1618,177,10647.58,1
116,2,1618,343,4882.98,1
30,2,1618,408,14970.97,1
66,1,1618,115,2542.72,1
35,2,1618,412,1494.53,1
195,2,1618,306,11969.68,1
104,2,1618,36,11820.52,1
73,1,1618,163,1723.42,1
48,1,1618,270,12493.45,1
33,1,1618,27,7641.58,1
135,5,1618,94,1497.73,1
184,3,1618,69,8499.77,1
196,3,1618,125,3731.77,1
78,5,1618,427,1515.36,1
20,5,1618,10,1664.52,1
88,3,1618,87,9409.54,1
39,3,1618,52,3485.46,1
22,3,1618,176,3475.9,1
79,4,1618,142,2151.03,1
37,5,1618,323,3746.73,1
152,3,1618,380,3376.95,1
67,5,1618,40,1398.67,1
192,3,1618,324,15874.85,1
97,3,1618,137,6496.56,1
120,5,1618,303,8201.29,1
122,4,1618,328,1317.44,1
74,4,1618,334,1654.05,1
137,4,1618,17,10066.61,1
4,5,1618,3,8748.45,1
110,3,1618,422,8400.99,1
160,4,1618,54,10598.09,1
40,4,1618,473,5531.58,1
121,3,1618,181,1422.92,1
149,5,1618,171,14459.55,1
90,5,1618,11,6817.1,1
189,5,1618,416,5572.04,1
36,3,1618,13,2778.93,1
156,3,1618,419,4967.46,1
11,3,1618,8,5755.88,1
89,3,1618,149,6115.21,1
185,3,1618,146,4633.47,1
169,3,1618,471,8550.73,1
15,3,1618,335,3786.22,1
168,5,1618,252,12240.81,1
56,4,1618,414,9678.27,1
198,3,1618,80,3912.7,1
59,5,1618,50,4486.06,1
6,5,1618,44,4309.6,1
178,4,1618,330,22058.66,1
64,5,1618,257,3684.14,1
146,5,1618,479,7211.87,1
58,4,1618,248,9275.85,1
140,3,1618,417,14181.25,1
109,3,1618,155,4468.68,1
151,5,1618,331,1790.37,1
139,4,1618,70,1584.56,1
197,5,1618,254,3551.86,1
130,5,1618,245,3756.63,1
2,3,1618,463,1390.78,1
131,3,1618,326,8024.02,1
200,5,1618,318,8859.78,1
85,3,1618,58,11068.83,1
119,5,1618,74,5708.43,1
9,3,1618,72,10902.97,1
38,5,1618,139,2861.71,1
7,5,1618,431,6027.07,1
65,3,1618,311,3680.3,1
123,5,1618,183,8155.11,1
163,4,1618,77,6624.68,1
125,3,1618,113,5125.98,1
32,7,1618,179,3904.91,1
49,7,1618,452,4578.7,1
129,8,1618,487,2136.28,1
157,7,1618,47,4343.95,1
113,6,1618,40,2904.23,1
105,8,1618,443,3593.68,1
81,8,1618,502,1738.21,1
80,6,1618,494,5250.43,1
194,6,1618,450,14810.09,1
21,8,1618,216,26783.79,1
170,7,1618,421,1251.31,1
177,8,1618,49,2244.85,1
50,8,1618,158,4079.76,1
158,7,1618,105,9023.77,1
107,8,1618,39,10383.16,1
93,7,1618,248,3928.92,1
134,8,1618,143,3427.17,1
108,7,1618,8,4871.98,1
51,7,1618,414,16548.76,1
86,7,1618,198,7892.62,1
77,8,1618,266,3732.45,1
83,8,1618,193,1712.04,1
63,7,1618,493,1343.29,1
31,8,1618,3,9037.95,1
180,8,1618,431,7823.79,1
44,8,1618,24,9199.43,1
68,8,1618,194,7206.13,1
187,8,1618,43,1599.45,1
193,7,1618,210,39283.47,1
1,6,1618,80,20013.64,1
95,7,1618,181,1253.28,1
127,8,1618,54,7814.58,1
27,8,1618,76,1636.67,1
117,8,1618,429,12259.26,1
164,6,1618,169,2331.64,1
142,8,1618,458,5887.59,1
145,6,1618,259,1682.38,1
186,7,1618,422,3778.84,1
14,7,1618,173,3483.0,1
126,8,1618,447,7537.6,1
132,8,1618,171,19319.49,1
72,8,1618,44,4596.92,1
54,6,1618,99,9868.79,1
102,7,1618,256,1737.64,1
191,6,1618,27,9146.08,1
41,6,1618,20,7605.62,1
136,8,1618,244,1612.01,1
98,6,1618,30,7696.92,1
143,7,1618,500,6617.06,1
144,7,1618,246,7836.84,1
114,10,1618,157,2483.72,1
70,9,1618,334,1896.61,1
161,10,1618,15,7530.44,1
133,10,1618,248,5774.47,1
16,10,1618,142,1441.92,1
182,9,1618,105,8813.44,1
165,10,1618,85,1361.63,1
138,9,1618,328,1750.03,1
115,10,1618,529,1303.08,1
153,10,1618,269,7638.28,1
99,9,1618,339,9368.83,1
60,10,1618,152,6693.73,1
3,9,1618,162,9879.56,1
92,9,1618,537,11163.03,1
71,9,1618,515,5431.45,1
23,9,1618,161,3669.12,1
75,9,1618,365,3940.51,1
13,10,1618,144,10046.4,1
84,10,1618,3,9817.72,1
87,10,1618,398,4149.0,1
47,10,1618,516,14509.48,1
12,9,1618,520,2530.41,1
103,9,1618,137,3897.16,1
45,9,1618,402,18192.62,1
8,9,1618,139,1520.92,1
159,9,1618,106,1614.1,1
150,10,1618,376,1575.42,1
167,9,1618,352,1257.23,1
24,9,1618,372,14847.33,1
96,10,1618,255,10637.59,1
25,10,1618,83,5415.86,1
166,10,1618,94,1421.6,1
162,9,1618,378,10711.84,1
154,10,1618,90,12787.53,1
18,10,1618,349,1581.54,1
101,9,1618,249,8911.73,1
57,10,1618,2,7209.92,1
100,10,1618,267,8321.02,1
61,9,1618,528,7704.98,1
52,9,1618,268,3430.69,1
147,2,1648,64,1299.95,1
124,2,1648,329,6752.31,1
175,1,1648,328,2110.43,1
171,1,1648,245,6568.92,1
148,2,1648,65,3670.49,1
5,2,1648,112,1855.55,1
128,1,1648,341,5130.87,1
82,2,1648,43,1321.26,1
28,1,1648,253,1328.35,1
46,1,1648,390,8233.47,1
91,2,1648,233,9109.56,1
176,2,1648,241,1671.24,1
172,1,1648,351,11848.57,1
155,1,1648,121,1668.81,1
19,2,1648,223,1481.88,1
94,1,1648,394,2087.58,1
26,2,1648,350,7635.38,1
55,2,1648,313,2679.61,1
29,1,1648,62,3440.37,1
181,1,1648,249,9235.62,1
118,1,1648,169,1451.11,1
174,1,1648,183,12278.42,1
141,1,1648,63,8469.03,1
188,1,1648,386,12495.85,1
112,2,1648,419,3600.8,1
34,1,1648,16,1361.02,1
69,1,1648,68,3547.08,1
62,1,1648,422,4414.81,1
190,2,1648,254,3403.21,1
17,2,1648,2,4301.54,1
10,2,1648,395,4621.0,1
199,2,1648,116,3919.67,1
76,1,1648,383,4063.07,1
106,2,1648,234,8009.98,1
179,1,1648,12,17549.69,1
111,2,1648,396,8398.7,1
43,1,1648,74,8824.78,1
173,2,1648,53,5483.11,1
183,2,1648,240,19974.95,1
53,2,1648,229,3029.63,1
42,1,1648,177,10647.58,1
116,2,1648,343,4882.98,1
30,2,1648,408,14970.97,1
66,1,1648,115,2542.72,1
35,2,1648,412,1494.53,1
195,2,1648,306,11969.68,1
104,2,1648,36,11820.52,1
73,1,1648,163,1723.42,1
48,1,1648,270,12493.45,1
33,1,1648,27,7641.58,1
135,5,1648,94,1497.73,1
184,3,1648,69,8499.77,1
196,3,1648,125,3731.77,1
78,5,1648,427,1515.36,1
20,5,1648,10,1664.52,1
88,3,1648,87,9409.54,1
39,3,1648,52,3485.46,1
22,3,1648,176,3475.9,1
79,4,1648,142,2151.03,1
37,5,1648,323,3746.73,1
152,3,1648,380,3376.95,1
67,5,1648,40,1398.67,1
192,3,1648,324,15874.85,1
97,3,1648,137,6496.56,1
120,5,1648,303,8201.29,1
122,4,1648,328,1317.44,1
74,4,1648,334,1654.05,1
137,4,1648,17,10066.61,1
4,5,1648,3,8748.45,1
110,3,1648,422,8400.99,1
160,4,1648,54,10598.09,1
40,4,1648,473,5531.58,1
121,3,1648,181,1422.92,1
149,5,1648,171,14459.55,1
90,5,1648,11,6817.1,1
189,5,1648,416,5572.04,1
36,3,1648,13,2778.93,1
156,3,1648,419,4967.46,1
11,3,1648,8,5755.88,1
89,3,1648,149,6115.21,1
185,3,1648,146,4633.47,1
169,3,1648,471,8550.73,1
15,3,1648,335,3786.22,1
168,5,1648,252,12240.81,1
56,4,1648,414,9678.27,1
198,3,1648,80,3912.7,1
59,5,1648,50,4486.06,1
6,5,1648,44,4309.6,1
178,4,1648,330,22058.66,1
64,5,1648,257,3684.14,1
146,5,1648,479,7211.87,1
